INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Pomona College,Claremont,CA,0.0,0.0,0.0,0,730.0,730.0,0.0,1635.0,0.4269,0.0667,0.1419,0.1297,0.0024,0.0012,0.0746,0.0893,0.0673,0.0037,1,0.1795,0.1416,0.0037,51400,9788
Porterville College,Porterville,CA,0.0,0.0,0.0,0,,,0.0,3319.0,0.1784,0.0108,0.7484,0.0319,0.0072,0.0003,0.0214,0.0009,0.0006,0.5158,1,0.5559,0.0,0.3207,25800,PrivacySuppressed
Westwood College-South Bay,Torrance,CA,0.0,0.0,0.0,0,,,0.0,441.0,0.0794,0.2358,0.4717,0.034,0.0023,0.0181,0.0136,0.0,0.1451,0.2925,0,0.8441,0.8249,0.5464,27800,32249.5
Professional Institute of Beauty,El Monte,CA,0.0,0.0,0.0,0,,,0.0,120.0,0.0,0.0,0.9667,0.0,0.0083,0.0,0.0,0.025,0.0,0.0,1,0.8757,0.4,0.6389,12800,2918
Santa Ana College,Santa Ana,CA,0.0,0.0,0.0,0,,,0.0,27443.0,0.2201,0.0145,0.5003,0.0829,0.0027,0.0031,0.0143,0.0095,0.1526,0.8226,1,0.1254,0.0074,0.5899,32400,10500
Pardee RAND Graduate School,Santa Monica,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Shasta School of Cosmetology,Redding,CA,0.0,0.0,0.0,0,,,0.0,53.0,0.6226,0.0189,0.2453,0.0189,0.0755,0.0,0.0189,0.0,0.0,0.0,1,0.6789,0.0,0.3099,,PrivacySuppressed
Univ. of Redlands,Redlands,CA,0.0,0.0,0.0,0,550.0,550.0,0.0,3710.0,0.469,0.0434,0.2668,0.0539,0.0067,0.0043,0.0375,0.0102,0.1081,0.2175,1,0.3123,0.6568,0.2174,51500,27000
College of the Redwoods,Eureka,CA,0.0,0.0,0.0,0,,,0.0,2635.0,0.5772,0.0228,0.1609,0.0334,0.0694,0.0076,0.0717,0.0,0.0569,0.5442,1,0.406,0.0404,0.4293,24800,5349.5
Salon Success Academy-Upland,Upland,CA,0.0,0.0,0.0,0,,,0.0,190.0,0.2632,0.0684,0.5789,0.0158,0.0,0.0,0.0211,0.0263,0.0263,0.4579,1,0.5631,0.4437,0.1754,PrivacySuppressed,10427.5
Salon Success Academy-Corona,Corona,CA,0.0,0.0,0.0,0,,,0.0,126.0,0.3651,0.1111,0.4603,0.0317,0.0079,0.0079,0.0,0.0079,0.0079,0.0,1,0.7822,0.7778,0.2326,PrivacySuppressed,10556
Rio Hondo College,Whittier,CA,0.0,0.0,0.0,0,,,0.0,13915.0,0.0819,0.0138,0.7978,0.0734,0.0019,0.0011,0.0093,0.0015,0.0193,0.7347,1,0.285,0.0075,0.3307,31900,PrivacySuppressed
Riverside City College,Riverside,CA,0.0,0.0,0.0,0,,,0.0,16547.0,0.2194,0.0831,0.5642,0.0625,0.0027,0.0036,0.0404,0.0164,0.0078,0.6992,1,0.3363,0.0213,0.2868,29900,7750
Argosy Univ.-San Francisco Bay Area,Alameda,CA,0.0,0.0,0.0,0,,,0.0,135.0,0.2667,0.4,0.163,0.0593,0.0296,0.0444,0.0,0.0,0.037000000000000005,0.7407,1,0.5774,0.7024,0.8655,37000,24750
Rosemead Beauty School,Rosemead,CA,0.0,0.0,0.0,0,,,0.0,189.0,0.0,0.0,0.0476,0.9524,0.0,0.0,0.0,0.0,0.0,0.1693,1,0.5324,0.0,0.7571,10100,PrivacySuppressed
Dongguk Univ.-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,20.0,0.35,0.0,0.15,0.5,0.0,0.0,0.0,0.0,0.0,,1,,,1.0,PrivacySuppressed,PrivacySuppressed
Rudolf Steiner College,Fair Oaks,CA,0.0,0.0,0.0,0,,,0.0,36.0,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.3889,0.1667,1.0,0,0.0,0.0,,,PrivacySuppressed
Sacramento City College,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,21506.0,0.2806,0.1209,0.292,0.1942,0.0058,0.0122,0.0599,0.0155,0.0189,0.7262,1,0.2712,0.0502,0.3819,31800,10000
Saddleback College,Mission Viejo,CA,0.0,0.0,0.0,0,,,0.0,18540.0,0.544,0.0222,0.2461,0.0912,0.0025,0.003,0.0507,0.0225,0.0178,0.679,1,0.1513,0.0202,0.3624,33700,9250
Samuel Merritt Univ.,Oakland,CA,0.0,0.0,0.0,0,,,0.0,522.0,0.4004,0.0345,0.1533,0.2682,0.0019,0.0096,0.0996,0.0019,0.0307,0.0134,1,0.1986,0.7334,0.6095,108000,18750
San Diego City College,San Diego,CA,0.0,0.0,0.0,0,,,0.0,13920.0,0.2376,0.1167,0.4846,0.0873,0.0036,0.0049,0.0425,0.0024,0.0204,0.7468,1,0.3408,0.0465,0.4563,26600,6000
Golf Academy of America-Carlsbad,Carlsbad,CA,0.0,0.0,0.0,0,,,0.0,168.0,0.631,0.0179,0.0595,0.0595,0.0119,0.0179,0.0476,0.006,0.1488,0.0774,1,0.3691,0.4206,0.6435,25300,18331
San Diego Mesa College,San Diego,CA,0.0,0.0,0.0,0,,,0.0,20838.0,0.3316,0.0664,0.3366,0.1578,0.0036,0.0067,0.0605,0.0186,0.0183,0.7234,1,0.1915,0.0223,0.3639,34400,4500
San Diego Miramar College,San Diego,CA,0.0,0.0,0.0,0,,,0.0,10722.0,0.3785,0.0488,0.2375,0.2268,0.0036,0.0087,0.0616,0.0039,0.0305,0.7956,1,0.2003,0.023,0.486,36000,PrivacySuppressed
San Diego State Univ.,San Diego,CA,0.0,0.0,0.0,0,545.0,565.0,0.0,27824.0,0.3501,0.0362,0.3104,0.1326,0.0025,0.0026,0.0639,0.0482,0.0536,0.1061,1,0.3978,0.3683,0.1651,47400,15998
Univ. of San Diego,San Diego,CA,0.0,0.0,0.0,1,605.0,620.0,0.0,5656.0,0.5421,0.0299,0.1932,0.0647,0.005,0.003,0.0575,0.0674,0.0373,0.0292,1,0.1794,0.4204,0.0478,56900,22750
San Francisco Art Institute,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,459.0,0.4837,0.0196,0.1678,0.0392,0.0044,0.0044,0.0784,0.1786,0.024,0.0719,1,0.3536,0.5628,0.2029,27800,25000
San Francisco Conservatory of Music,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,170.0,0.3353,0.0176,0.0765,0.1,0.0,0.0059,0.0941,0.2824,0.0882,0.0,1,0.3391,0.5172,0.0747,PrivacySuppressed,26375
San Francisco State Univ.,San Francisco,CA,0.0,0.0,0.0,0,490.0,500.0,0.0,25170.0,0.2195,0.0477,0.2486,0.2851,0.0024,0.0065,0.0575,0.0619,0.0708,0.1476,1,0.4305,0.3818,0.2085,47200,17501
San Francisco Theological Seminary,San Anselmo,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Univ. of San Francisco,San Francisco,CA,0.0,0.0,0.0,1,565.0,580.0,0.0,6745.0,0.2927,0.0307,0.1956,0.1984,0.0031,0.0059,0.0663,0.1896,0.0178,0.0402,1,0.2605,0.4776,0.0832,60300,25000
San Joaquin College of Law,Clovis,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
San Joaquin Delta College,Stockton,CA,0.0,0.0,0.0,0,,,0.0,15887.0,0.2342,0.0933,0.4365,0.1669,0.0044,0.0048,0.0517,0.0018,0.0064,0.5476,1,0.3933,0.0526,0.3324,29300,8000
San Joaquin Valley College-Visalia,Visalia,CA,0.0,0.0,0.0,0,,,0.0,5219.0,0.2577,0.0801,0.5058,0.0514,0.0084,0.01,0.0648,0.0002,0.0217,0.0,1,0.7703,0.6466,0.5495,26300,18192
William Jessup Univ.,Rocklin,CA,0.0,0.0,0.0,1,510.0,490.0,0.0,1131.0,0.6844,0.0495,0.1653,0.0336,0.0097,0.0053,0.0336,0.0027,0.0159,0.1592,1,0.3477,0.9093,0.2674,38600,21500
San Jose City College,San Jose,CA,0.0,0.0,0.0,0,,,0.0,7654.0,0.1748,0.066,0.4204,0.2367,0.0051,0.0059,0.0418,0.0018,0.0474,0.7215,1,0.2039,0.0216,0.4966,28000,7957
San Jose State Univ.,San Jose,CA,0.0,0.0,0.0,0,505.0,535.0,0.0,26528.0,0.2098,0.0342,0.2488,0.3567,0.0014,0.0078,0.052000000000000005,0.0526,0.0366,0.1979,1,0.4162,0.3501,0.1993,53700,15628
College of San Mateo,San Mateo,CA,0.0,0.0,0.0,0,,,0.0,7981.0,0.3016,0.0342,0.2966,0.2399,0.0014,0.02,0.0514,0.0363,0.0185,0.7261,1,0.1466,0.0089,0.3769,37000,PrivacySuppressed
Santa Barbara Business College-Bakersfield,Bakersfield,CA,0.0,0.0,0.0,0,,,0.0,562.0,0.1299,0.0587,0.7527,0.0302,0.0071,0.0053,0.016,0.0,0.0,0.0,1,0.7638,0.8038,0.4107,22000,19980
Westwood College-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,1689.0,0.2789,0.1812,0.2291,0.0237,0.0053,0.003,0.0373,0.0,0.2416,0.3766,0,0.7167,0.8424,0.6996,29700,29689
Santa Barbara Business College-Santa Maria,Santa Maria,CA,0.0,0.0,0.0,0,,,0.0,202.0,0.198,0.0248,0.7376,0.005,0.0,0.0099,0.0149,0.005,0.005,0.0,1,0.8786,0.8786,0.4149,26900,19156
Santa Barbara City College,Santa Barbara,CA,0.0,0.0,0.0,0,,,0.0,15826.0,0.4245,0.0342,0.3159,0.0512,0.0034,0.0014,0.048,0.091,0.0303,0.4928,1,0.2254,0.0994,0.2883,34300,9000
Santa Clara Univ.,Santa Clara,CA,0.0,0.0,0.0,1,635.0,665.0,0.0,5447.0,0.4841,0.0316,0.1718,0.1504,0.0013,0.0024,0.0676,0.0318,0.0591,0.0167,1,0.136,0.3672,0.0153,67600,20500
Santa Monica College,Santa Monica,CA,0.0,0.0,0.0,0,,,0.0,27795.0,0.2558,0.0893,0.3796,0.1051,0.0019,0.0025,0.0393,0.1142,0.0123,0.6164,1,0.2577,0.0125,0.2787,31700,8000
Santa Rosa Junior College,Santa Rosa,CA,0.0,0.0,0.0,0,,,0.0,20334.0,0.5675,0.0257,0.294,0.0452,0.0081,0.0034,0.0494,0.0017,0.0049,0.6566,1,0.1797,0.0192,0.4029,34800,9500
Saybrook Univ.,Oakland,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Scripps College,Claremont,CA,0.0,0.0,1.0,0,695.0,665.0,0.0,962.0,0.4906,0.0322,0.0946,0.185,0.001,0.001,0.0634,0.0426,0.0894,0.0042,1,0.1214,0.3755,0.0071,47800,13749.5
Wyotech-Fremont,Fremont,CA,0.0,0.0,0.0,1,,,0.0,805.0,0.2646,0.0795,0.3528,0.1193,0.0112,0.046,0.0882,0.0012,0.0373,0.0,0,0.6029,0.5208,0.5171,39100,11450
College of the Sequoias,Visalia,CA,0.0,0.0,0.0,0,,,0.0,9650.0,0.2579,0.0258,0.6203,0.0432,0.0051,0.0016,0.0318,0.0021,0.0122,0.5187,1,0.4443,0.0204,0.3072,25700,4250
Shasta Bible College and Graduate School,Redding,CA,0.0,0.0,0.0,1,,,0.0,39.0,0.6923,0.0513,0.0769,0.1026,0.0,0.0256,0.0,0.0,0.0513,0.3846,1,0.6809,0.2766,0.3696,PrivacySuppressed,PrivacySuppressed
Shasta College,Redding,CA,0.0,0.0,0.0,0,,,0.0,7096.0,0.6979,0.0154,0.1415,0.0338,0.0276,0.0044,0.0431,0.0025,0.0338,0.542,1,0.3804,0.0423,0.3831,25200,9500
Sierra College,Rocklin,CA,0.0,0.0,0.0,0,,,0.0,17296.0,0.5886,0.0269,0.2575,0.0463,0.0057,0.0032,0.0532,0.0099,0.0087,0.6148,1,0.3221,0.0631,0.3438,28100,PrivacySuppressed
Sierra College of Beauty,Merced,CA,0.0,0.0,0.0,0,,,0.0,173.0,0.2832,0.0578,0.5723,0.0347,0.0,0.0,0.0058,0.0,0.0462,0.1503,1,0.4049,0.0,0.3757,10800,PrivacySuppressed
Sierra Valley College of Court Reporting,Fresno,CA,0.0,0.0,0.0,0,,,0.0,111.0,0.5676,0.0541,0.3604,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7153,0.7445,0.5401,31800,PrivacySuppressed
Trinity Law School,Santa Ana,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,38100,27000
Simpson Univ.,Redding,CA,0.0,0.0,0.0,1,515.0,515.0,0.0,1065.0,0.6207,0.0282,0.1211,0.0347,0.0254,0.0009,0.0338,0.016,0.1192,0.0441,1,0.5527,0.9336,0.29,33600,16666
College of the Siskiyous,Weed,CA,0.0,0.0,0.0,0,,,0.0,1772.0,0.6055,0.0463,0.1366,0.035,0.022000000000000002,0.0073,0.0497,0.0023,0.0954,0.5468,1,0.3218,0.1512,0.531,26200,12405
Charles A Jones Career and Education Center,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,695.0,0.2,0.2187,0.2058,0.1942,0.0475,0.0504,0.0835,0.0,0.0,0.1453,1,0.8856,0.2218,0.5494,24400,5500
Skyline College,San Bruno,CA,0.0,0.0,0.0,0,,,0.0,8690.0,0.1962,0.0321,0.2902,0.3827,0.0021,0.0124,0.0527,0.0154,0.0161,0.7205,1,0.2119,0.0113,0.361,38700,PrivacySuppressed
San Bernardino Valley College,San Bernardino,CA,0.0,0.0,0.0,0,,,0.0,11590.0,0.1423,0.12300000000000001,0.6443,0.0446,0.0021,0.0036,0.0336,0.0027,0.0038,0.6046,1,0.3875,0.0018,0.3938,26600,PrivacySuppressed
Saint Mary's College of California,Moraga,CA,0.0,0.0,0.0,1,545.0,555.0,0.0,2949.0,0.4564,0.0387,0.2513,0.1034,0.0031,0.0071,0.0688,0.0183,0.0529,0.0851,1,0.2273,0.5099,0.0779,58400,25750
Solano Comm. College,Fairfield,CA,0.0,0.0,0.0,0,,,0.0,8450.0,0.3218,0.1486,0.2556,0.1449,0.0025,0.0082,0.0904,0.004,0.024,0.6213,1,0.2477,0.0303,0.3905,33100,11828.5
Sonoma State Univ.,Rohnert Park,CA,0.0,0.0,0.0,0,495.0,495.0,0.0,8441.0,0.5105,0.0219,0.2637,0.0456,0.0053,0.0023,0.0671,0.019,0.0647,0.079,1,0.3174,0.4079,0.1152,44400,17881
Pinnacle College,Alhambra,CA,0.0,0.0,0.0,0,,,0.0,174.0,0.3276,0.2471,0.3276,0.0345,0.0057,0.0,0.046,0.0,0.0115,0.0,0,0.6708,0.677,0.4898,31000,21000
South Baylo Univ.,Anaheim,CA,0.0,0.0,0.0,0,,,0.0,107.0,0.1308,0.027999999999999997,0.0374,0.486,0.0,0.0,0.0,0.2336,0.0841,0.0,1,0.304,0.336,0.912,23900,PrivacySuppressed
South Coast College,Orange,CA,0.0,0.0,0.0,0,,,0.0,342.0,0.3567,0.0292,0.3772,0.0877,0.0058,0.0029,0.0556,0.0029,0.0819,0.3187,1,0.6164,0.7481,0.6578,33300,12906.5
Vanguard Univ. of Southern California,Costa Mesa,CA,0.0,0.0,0.0,1,495.0,475.0,0.0,1941.0,0.45799999999999996,0.0417,0.3617,0.0402,0.0031,0.0077,0.0505,0.0067,0.0304,0.2257,1,0.3858,0.8094,0.2543,37700,25000
Concorde Career College-Garden Grove,Garden Grove,CA,0.0,0.0,0.0,0,,,0.0,974.0,0.1294,0.0308,0.4661,0.1828,0.0072,0.0298,0.0349,0.0,0.1191,0.0,1,0.6372,0.6898,0.5501,36600,10400
Southwestern College,Chula Vista,CA,0.0,0.0,0.0,0,,,0.0,17057.0,0.2711,0.0568,0.5064,0.1208,0.0163,0.0112,0.0,0.0032,0.0141,0.5726,1,0.2921,0.0168,0.3248,31200,4500
Starr King School for the Ministry,Berkeley,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Marshall B Ketchum Univ.,Fullerton,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,80700,PrivacySuppressed
Southern California Institute of Architecture,Los Angeles,CA,0.0,0.0,0.0,0,521.0,642.0,0.0,263.0,0.2129,0.0228,0.1027,0.1863,0.0,0.0114,0.019,0.4411,0.0038,0.0342,1,0.4,0.4471,0.2743,46500,39500
Univ. of Southern California,Los Angeles,CA,0.0,0.0,0.0,0,670.0,710.0,0.0,18392.0,0.3644,0.0436,0.1353,0.225,0.0013,0.0017,0.0508,0.1299,0.0479,0.0269,1,0.2337,0.3729,0.0377,67700,21500
Southwestern Law School,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,81000,PrivacySuppressed
Taft College,Taft,CA,0.0,0.0,0.0,0,,,0.0,4830.0,0.335,0.0563,0.54,0.0296,0.0064,0.0029,0.0251,0.0012,0.0035,0.7602,1,0.1841,0.0,0.5158,30600,PrivacySuppressed
Claremont School of Theology,Claremont,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Thomas Aquinas College,Santa Paula,CA,0.0,0.0,0.0,1,665.0,600.0,0.0,378.0,0.7063,0.0,0.1508,0.0106,0.0026,0.0,0.0661,0.037000000000000005,0.0265,0.0,1,0.34700000000000003,0.735,0.0164,30200,16500
Marinello Schools of Beauty-Lake Forest,Lake Forest,CA,0.0,0.0,0.0,0,,,0.0,496.0,0.2782,0.0484,0.6028,0.0222,0.0121,0.0,0.006,0.002,0.0282,0.2238,0,0.8179,0.7252,0.3486,PrivacySuppressed,10071
Epic Bible College,Sacramento,CA,0.0,0.0,0.0,1,,,0.0,208.0,0.375,0.1971,0.1298,0.0385,0.0192,0.024,0.10099999999999999,0.0,0.1154,0.7308,1,0.7197,0.6402,0.6815,28900,PrivacySuppressed
United Education Institute-Huntington Park Campus,Huntington Park,CA,0.0,0.0,0.0,0,,,0.0,3564.0,0.0769,0.1111,0.6176,0.0205,0.0034,0.0067,0.0194,0.0,0.1445,0.0,1,0.5853,0.4913,0.3777,24500,9500
Concorde Career College-San Bernardino,San Bernardino,CA,0.0,0.0,0.0,0,,,0.0,668.0,0.1751,0.1228,0.5075,0.0449,0.0015,0.012,0.0569,0.0,0.0793,0.0,1,0.4558,0.5720000000000001,0.5710000000000001,26800,9500
Universal College of Beauty Inc-Los Angeles 1,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,1,0.7843,0.0,0.4242,14700,PrivacySuppressed
Concorde Career College-North Hollywood,North Hollywood,CA,0.0,0.0,0.0,0,,,0.0,620.0,0.1339,0.0516,0.5677,0.1081,0.0032,0.0403,0.0145,0.0016,0.079,0.0,1,0.4176,0.5708,0.373,39900,9500
Ventura College,Ventura,CA,0.0,0.0,0.0,0,,,0.0,11763.0,0.2991,0.0248,0.5658,0.047,0.0048,0.0023,0.0371,0.0018,0.0173,0.6344,1,0.2646,0.0333,0.3039,31300,8890
Victor Valley Beauty College Inc,Victorville,CA,0.0,0.0,0.0,0,,,0.0,97.0,0.3918,0.1443,0.4021,0.0206,0.0103,0.0,0.0309,0.0,0.0,0.0309,1,0.8312,0.6948,0.2381,13200,7037.5
Victor Valley College,Victorville,CA,0.0,0.0,0.0,0,,,0.0,9811.0,0.3124,0.1183,0.4858,0.0222,0.0036,0.0028,0.0463,0.0005,0.0082,0.5955,1,0.4426,0.0,0.3739,24900,6000
Berkeley City College,Berkeley,CA,0.0,0.0,0.0,0,,,0.0,5917.0,0.2758,0.1798,0.243,0.1643,0.003,0.0034,0.0706,0.0118,0.0482,0.7886,1,0.1892,0.0216,0.4043,29400,PrivacySuppressed
Walden Univ.,Minneapolis,MN,0.0,0.0,0.0,0,,,1.0,8658.0,0.3927,0.33399999999999996,0.07,0.0158,0.0043,0.0017,0.0216,0.0099,0.1499,0.9061,1,0.465,0.6614,0.8741,59700,29125
Waynes College of Beauty,Salinas,CA,0.0,0.0,0.0,0,,,0.0,34.0,0.0588,0.0,0.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,1,0.6609999999999999,0.0,0.4286,,PrivacySuppressed
West Hills College-Coalinga,Coalinga,CA,0.0,0.0,0.0,0,,,0.0,2534.0,0.1863,0.0699,0.6294,0.0406,0.0059,0.0039,0.0185,0.0185,0.0268,0.659,1,0.3339,0.0625,0.3097,26800,5820
West Los Angeles College,Culver City,CA,0.0,0.0,0.0,0,,,0.0,9292.0,0.1295,0.2916,0.4219,0.055,0.0029,0.0025,0.0352,0.0227,0.0387,0.7756,1,0.305,0.0374,0.4927,28400,9500
West Valley College,Saratoga,CA,0.0,0.0,0.0,0,,,0.0,7736.0,0.4659,0.0273,0.2602,0.1492,0.0019,0.0031,0.0518,0.012,0.0286,0.6615,1,0.1567,0.0055,0.3712,32400,PrivacySuppressed
Carrington College-Sacramento,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,1385.0,0.3726,0.1112,0.2484,0.1011,0.0116,0.0209,0.0513,0.0,0.083,0.1343,1,0.7001,0.6241,0.517,29600,12218.5
Westminster Theological Seminary in California,Escondido,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Westmont College,Santa Barbara,CA,0.0,0.0,0.0,0,590.0,580.0,0.0,1297.0,0.6515,0.0146,0.1349,0.0709,0.0015,0.0015,0.0771,0.0162,0.0316,0.0015,1,0.2041,0.5443,0.0092,46800,24954
Whittier College,Whittier,CA,0.0,0.0,0.0,0,525.0,540.0,0.0,1624.0,0.3128,0.0548,0.4433,0.0991,0.0074,0.0006,0.04,0.0382,0.0037,0.0191,1,0.3684,0.7071,0.0223,44000,25000
Woodbury Univ.,Burbank,CA,0.0,0.0,0.0,0,,,0.0,1331.0,0.3509,0.0376,0.2682,0.0781,0.0023,0.012,0.0278,0.2186,0.0045,0.1277,1,0.4849,0.6573,0.2579,46000,31000
The Wright Institute,Berkeley,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Western State College of Law at Argosy Univ.,Fullerton,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,37000,24750
Thomas Jefferson School of Law,San Diego,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,0.0,1.0,0.0,0,,,0.0,163.0,0.9693,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.0,0.0,1,0.3893,0.0,0.0,PrivacySuppressed,PrivacySuppressed
Yuba College,Marysville,CA,0.0,0.0,0.0,0,,,0.0,6062.0,0.4294,0.0383,0.3044,0.1137,0.012,0.004,0.061,0.0003,0.037000000000000005,0.5523,1,0.4246,0.0,0.3883,26900,6000
The Salon Professional Academy-Grand Junction,Grand Junction,CO,0.0,0.0,0.0,0,,,0.0,75.0,0.7467,0.0,0.16,0.0133,0.0,0.0,0.08,0.0,0.0,0.0,1,0.3806,0.4925,0.2778,PrivacySuppressed,9570
Adams State Univ.,Alamosa,CO,0.0,0.0,0.0,0,475.0,509.0,0.0,2110.0,0.5071,0.0706,0.318,0.0109,0.0152,0.0043,0.045,0.0,0.0289,0.1474,1,0.5175,0.6305,0.2106,32800,16255
Aims Comm. College,Greeley,CO,0.0,0.0,0.0,0,,,0.0,3683.0,0.5721,0.0174,0.3617,0.0119,0.0054,0.0022,0.0201,0.0005,0.0087,0.5246,1,0.4105,0.3197,0.3941,31400,8773
Arapahoe Comm. College,Littleton,CO,0.0,0.0,0.0,0,,,0.0,8627.0,0.6273,0.03,0.1749,0.0294,0.0067,0.0024,0.0383,0.008,0.0829,0.8204,1,0.3736,0.3366,0.5019,35600,11000
Bel-Rea Institute of Animal Technology,Denver,CO,0.0,0.0,0.0,0,,,0.0,489.0,0.7239,0.0307,0.1207,0.0164,0.0,0.0,0.0613,0.002,0.045,0.0,1,0.5347,0.8108,0.4444,30400,28712.5
Everest College-Colorado Springs,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,330.0,0.4182,0.2485,0.1667,0.0061,0.0212,0.0182,0.1061,0.0,0.0152,0.1788,1,0.7738,0.5758,0.5758,24400,9500
Univ. of Colorado Denver/Anschutz Medical Campus,Denver,CO,0.0,0.0,0.0,0,545.0,550.0,0.0,10786.0,0.5049,0.0485,0.1724,0.0974,0.0036,0.0013,0.0442,0.0952,0.0324,0.2606,1,0.2701,0.3595,0.2507,57400,21500
Univ. of Colorado Colorado Springs,Colorado Springs,CO,0.0,0.0,0.0,0,540.0,545.0,0.0,9310.0,0.6733,0.0363,0.1549,0.0296,0.0047,0.0034,0.0684,0.0104,0.0189,0.215,1,0.3183,0.473,0.2405,40600,21187.5
Redstone College,Broomfield,CO,0.0,0.0,0.0,0,,,0.0,552.0,0.5399,0.0634,0.1957,0.0072,0.0417,0.0091,0.0435,0.0,0.0996,0.163,1,0.6459999999999999,0.6714,0.5984,43300,21500
Univ. of Colorado Boulder,Boulder,CO,0.0,0.0,0.0,0,575.0,600.0,0.0,25873.0,0.7225,0.0162,0.1009,0.0538,0.0027,0.0007,0.0426,0.0499,0.0108,0.0667,1,0.1753,0.3212,0.067,47700,19500
Colorado Christian Univ.,Lakewood,CO,0.0,0.0,0.0,1,,,0.0,3657.0,0.6918,0.0922,0.1165,0.0139,0.0066,0.0022,0.0386,0.0014,0.0369,0.5835,1,0.3087,0.5214,0.45,36900,25808
Colorado College,Colorado Springs,CO,0.0,0.0,0.0,0,,,0.0,2036.0,0.6631,0.0231,0.0899,0.0462,0.0044,0.0,0.0845,0.0639,0.025,0.0,1,0.0995,0.3459,0.0034,39700,19045
Concorde Career College-Aurora,Aurora,CO,0.0,0.0,0.0,0,,,0.0,761.0,0.3246,0.1813,0.2904,0.0315,0.0079,0.0053,0.0342,0.0013,0.1235,0.0,1,0.6611,0.9353,0.6293,28700,9500
The Art Institute of Colorado,Denver,CO,0.0,0.0,0.0,0,,,0.0,1414.0,0.3274,0.0431,0.2143,0.0127,0.0113,0.0007,0.0141,0.0,0.3762,0.3663,1,0.5245,0.7508,0.4208,32200,27168
Colorado Mountain College,Glenwood Springs,CO,0.0,0.0,0.0,0,,,0.0,3558.0,0.7015,0.0093,0.1824,0.006999999999999999,0.0059,0.0011,0.0166,0.0014,0.0748,0.5438,1,0.1761,0.1806,0.4342,28400,9283
Colorado Northwestern Comm. College,Rangely,CO,0.0,0.0,0.0,0,,,0.0,670.0,0.7209,0.0448,0.1104,0.0045,0.0119,0.003,0.0463,0.009000000000000001,0.0493,0.2746,1,0.23199999999999998,0.254,0.3497,34700,13500
Colorado School of Mines,Golden,CO,0.0,0.0,0.0,0,635.0,680.0,0.0,4383.0,0.7525,0.0096,0.076,0.0454,0.0023,0.0005,0.0493,0.05,0.0146,0.0399,1,0.1718,0.4544,0.0711,75700,26849
Colorado School of Trades,Lakewood,CO,0.0,0.0,0.0,0,,,0.0,196.0,0.2194,0.0,0.0102,0.0,0.0,0.0051,0.0,0.0,0.7653,0.0,1,0.4714,0.5556,0.5824,35400,20000
